,0,1,2,3,4
0,Isolate ID,HCT116 Intrinsic Confluence Disruption Assay,HCT116 Offensive Confluence Disruption Assay,HCT116 Colonization Assay,HCT116 Immune Evasion Assay
1,S21_PosNeu/Curr_ProbeCond:AllCells,5.8583928317984935,6.536855085918658,5.188698040620368,2.703084249649411
2,S41_PosNeu/Curr_ProbeCond:AllCells,4.792280174614586,5.259709570615126,3.517099401164904,2.7223302813955192
3,S44_PosNeu/Curr_ProbeCond:AllCells,4.419591355496991,3.809432995338754,4.6849981690634515,3.7278858369511196
4,S49_PosNeu/Curr_ProbeCond:AllCells,7.073913641398242,2.594237889518682,3.8149233034527983,4.925108059173336
5,S50_PosNeu/Curr_ProbeCond:AllCells,1.8905385369705605,5.164651850557375,4.931709790775044,4.014141248206513
6,S52_PosNeu/Curr_ProbeCond:AllCells,4.2109745754516315,4.0043704652760495,2.12340737890136,4.632813085628287
7,S54_PosNeu/Curr_ProbeCond:AllCells,,2.8910088269146392,4.214853730168652,4.636255245320466
8,S55_PosNeu/Curr_ProbeCond:AllCells,4.155001778407576,2.010844873221212,5.340259574324883,3.6543829509483308
9,S82_PosNeu/Curr_ProbeCond:AllCells,3.252765126170912,2.6351991603905427,3.8613273953925518,4.8471499062153525
10,S86_PosC5a/DFC_ProbeCond:AllCells,4.946191739240156,2.7918421206047985,3.78945175119523,3.7915582756236943
11,Black,1.276123712029355,4.458041793947286,3.30029358793021,4.916326364677387
12,S2_PosNeu/Curr_ProbeCond:TAMRA+,2.8020344895636264,4.609122062884971,4.75178554835094,4.980050339115719
13,S6_PosNeu/Curr_ProbeCond:TAMRA+,6.331401767307432,3.56368684334256,4.9632393723046935,3.295129704194998
14,S14_PosNeu/Curr_ProbeCond:TAMRA+,2.767879505255818,4.444305530211327,4.8237745712326365,4.992045288610628
15,S25_PosNeu/Curr_ProbeCond:TAMRA+,3.2312644046700716,4.718764404670138,4.548765083966723,4.745201854267117
16,S27_PosNeu/Curr_ProbeCond:TAMRA+,,3.7371626730683527,3.0405842496494375,3.03704889611383
17,S42_PosNeu/Curr_ProbeCond:TAMRA+,3.0879202488258986,4.5046098723336545,4.518073427138586,4.217303826369019
18,S45_PosNeu/Curr_ProbeCond:TAMRA+,,6.202530638436456,5.109198968264295,3.7601214584724643
19,S48_PosNeu/Curr_ProbeCond:TAMRA+,5.8740674349731385,2.720279556185091,4.420191547113923,4.710544051752242
20,S51_PosNeu/Curr_ProbeCond:TAMRA+,2.500130360143082,3.3351965836022526,5.208255863749552,5.024963759029039
21,S56_PosNeu/Curr_ProbeCond:TAMRA+,4.007833668739324,6.6754743613800365,2.4501853628221992,5.247835331900581
22,S62_PosNeu/Curr_ProbeCond:TAMRA+,6.912108560514234,3.5819931672493697,5.585011034985493,4.094967366532548
23,S64_PosNeu/Curr_ProbeCond:TAMRA+,4.227406952598253,4.069887240167845,2.8931275396929688,5.58214269120796
24,S68_PosNeu/Curr_ProbeCond:TAMRA+,3.8020066010701514,5.509565270470867,5.266260656575811,5.451731435796637
