,0,1,2,3,4
0,Isolate ID,HCT116 Intrinsic Confluence Disruption Assay,HCT116 Offensive Confluence Disruption Assay,HCT116 Colonization Assay,HCT116 Immune Evasion Assay
1,S49_FimH (ABP5),14.84780945734477,11.906352874711914,9.702896269119588,10.539205792929105
2,S50_DFOB (ABP6),13.039476124011316,13.381142790677977,11.372539126262605,9.110634364357981
3,S51_DFOB (ABP6),12.397370860853481,15.131142790677758,10.320951824675198,12.161229602453117
4,S52_DFOB (ABP6),15.145826238428036,13.477296636832195,7.557062935786317,10.21047202669535
5,S53_Neg 5-6,13.602711418129001,14.270031679566987,9.52297202669524,9.807062935786346
6,S54_Neg 5-6,15.014476124011512,16.210064359305772,11.882062935786312,8.110634364357539
7,S55_Gram Negative,17.131142790678247,15.114476124011613,10.32600232972571,12.154285158008678
8,S56_Gram Negative,,,9.932062935786544,9.574920078643512
9,S57_Gram Negative,,14.857333266868444,13.723729602452726,11.612618491341923
10,S58_Gram Negative,12.931387888717222,16.464476124011497,13.33206293578657,11.94793595165918
11,S59_Gram Positive,,13.92280945734457,10.894562935786293,14.59872960245308
12,S60_Gram Positive,15.595428504963799,12.126976124011174,15.932062935786552,11.84872960245309
13,S61_Gram Positive,17.714476124011412,13.69829965342317,8.382062935786244,11.730957493609417
14,S62_Gram Positive,16.9957261240117,14.353365012900108,9.952896269119574,10.781200866820942
15,S63_Gram Positive,13.901976124011309,,11.099920078643637,10.182062935786448
16,S64_Gram Negative,11.28114279067768,14.964476124011478,10.594562935786412,12.932062935786377
17,S65_Gram Negative,16.270031679566635,13.562069706899251,10.376507380230773,11.317777221500581
18,S66_Gram Negative,12.433567033102321,14.877711418129085,12.515396269119808,13.563015316738602
19,S67_Gram Negative,13.714476124011405,13.820031679566977,8.55706293578654,10.984583944189794
20,S68_Gram Negative,16.35336501290017,14.576631512482493,8.568426572149857,11.426110554833876
21,S69_Gram Positive,11.139476124011328,14.560967352081596,9.219562935786293,11.348729602453353
22,S70_Gram Positive,10.900587235122305,14.401976124011622,10.9801398588632,12.248729602453192
23,S71_Gram Positive,18.21447612401161,5.929549653422853,11.753491507214992,7.640396269119737
24,S72_Gram Positive,13.964476124011327,13.464476124011448,10.302192805916198,10.09872960245318
