,loss,accuracy,val_loss,val_accuracy
0,0.5451499223709106,0.7199177145957947,0.4747956097126007,0.786324143409729
1,0.45545870065689087,0.7941955327987671,0.4157852232456207,0.8151980042457581
2,0.3477000296115875,0.8531649112701416,0.43404731154441833,0.8090723752975464
3,0.22890612483024597,0.9091752171516418,0.1519250124692917,0.9449312686920166
4,0.14521394670009613,0.9460045099258423,0.09787683188915253,0.9672114849090576
5,0.10420600324869156,0.9630054235458374,0.10973472893238068,0.9602900743484497
6,0.0757792592048645,0.9742814302444458,0.06210573762655258,0.9793114066123962
7,0.06004646047949791,0.9799531102180481,0.042213115841150284,0.9863897562026978
8,0.046590231359004974,0.9846131205558777,0.31367674469947815,0.8764792084693909
9,0.03519872948527336,0.9885082244873047,0.027948852628469467,0.9915429949760437
