,loss,accuracy,val_loss,val_accuracy
0,0.00598837248980999,0.9979375600814819,0.055698927491903305,0.9811272025108337
1,0.007041539065539837,0.9975705146789551,0.03168662637472153,0.991526186466217
2,0.006263459101319313,0.9979235529899597,0.034874022006988525,0.9893853068351746
3,0.005650873761624098,0.9981253147125244,0.037227872759103775,0.9912543296813965
4,0.006479044910520315,0.9978479146957397,0.038642462342977524,0.9908508062362671
5,0.005736994091421366,0.9980860948562622,0.024568412452936172,0.9936642646789551
6,0.005100914277136326,0.9982654452323914,0.03814884275197983,0.9903548359870911
7,0.005681811366230249,0.9980916976928711,0.05561469867825508,0.981441080570221
8,0.005024703219532967,0.998307466506958,0.034107789397239685,0.991862416267395
9,0.005828583147376776,0.9982206225395203,0.023983949795365334,0.9932270646095276
10,0.004662021994590759,0.9984896183013916,0.044172901660203934,0.9896346926689148
11,0.004576259292662144,0.9984419941902161,0.033585499972105026,0.9931066036224365
12,0.006720372941344976,0.9979852437973022,0.055798254907131195,0.9868465065956116
13,0.00373722892254591,0.9987502098083496,0.023517854511737823,0.9937034845352173
14,0.005260137375444174,0.9982206225395203,0.027622396126389503,0.9936025738716125
15,0.004205495584756136,0.9986213445663452,0.025374889373779297,0.9931206107139587
16,0.004535778425633907,0.9985372424125671,0.04985813423991203,0.9850979447364807
17,0.004182124976068735,0.9985596537590027,0.03558071702718735,0.9875414371490479
18,0.0039296699687838554,0.9986437559127808,0.046768669039011,0.990494966506958
19,0.003843309823423624,0.998753011226654,0.04802719131112099,0.990755558013916
20,0.004112387076020241,0.998632550239563,0.03035120852291584,0.9927423000335693
21,0.004187998361885548,0.9985736608505249,0.02225590869784355,0.9947178363800049
22,0.003368065692484379,0.9988483190536499,0.03190545365214348,0.9919296503067017
23,0.003584581660106778,0.9988595247268677,0.027323201298713684,0.9923023581504822
24,0.0032515397761017084,0.9989995956420898,0.03500897437334061,0.9926162362098694
25,0.0036241181660443544,0.998778223991394,0.022789066657423973,0.9931934475898743
26,0.0033995071426033974,0.9989043474197388,0.028461141511797905,0.9932859539985657
